DATE,NAME,LOCATION,LOCATION_NOTES,WEBSITE,FACEBOOK,INSTAGRAM,STORY,VIDEO
2023-10-12,YAVA Bakery,"7775 N Palm Ave # 101, Fresno, CA 93711",,https://yavabakery.com/,https://www.facebook.com/yavabakery/?paipv=0&eav=AfZj8T_84Fd4ZXx9TbcZbUrgx8P_uMTHl9Bzsss1CjgMRSSo9FemOr6NZ2wVvPgMJz0&_rdr,https://www.instagram.com/yavabakery/,https://abc30.com/dine-and-dish-yava-bakery-cafe-cakes/13940694/,https://abc30.com/video/embed/?pid=13942220
2023-10-05,Chuck's BBQ,"3185 Willow Ave Clovis, CA 93612",,https://www.chucksbbqcatering.com/,https://www.facebook.com/pages/Chucks-BBQ/100477168763188,https://www.instagram.com/chucksbbqcatering/,https://abc30.com/dine-and-dish-chucks-bbq-clovis-family-tradition/13867970/,https://abc30.com/video/embed/?pid=13869259
2023-09-28,El Jabalito Food Truck,N/A,food truck,https://eljabalito.godaddysites.com/,https://www.facebook.com/profile.php?id=100094027902223,https://www.instagram.com/el.jabalito/,https://abc30.com/dine-and-dish-el-jabalito-food-truck-fresno/13839524/,https://abc30.com/video/embed/?pid=13840996
2023-09-14,MOTO Delicatessen & Bodega,"1916 N Echo Ave, Fresno, CA 93704",,https://moto-fresno-order.square.site/,https://www.facebook.com/bodegamoto/,https://www.instagram.com/moto_fresno/?hl=en,https://abc30.com/dine-and-dish-moto-delicatessen--bodeg-central-fresno-tower-district/13783135/,https://abc30.com/video/embed/?pid=13784388
2023-09-07,Table Mountain Casino,"777 Jackpot Lane, Friant, CA 93626",,https://tmcasino.com/dine/,https://www.facebook.com/tablemountaincasino,https://www.instagram.com/table.mountain.casino/,https://abc30.com/dine-and-dish-table-mountain-casino-fresno-county-eagles-landing-steakhouse/13749150/,https://abc30.com/video/embed/?pid=13750853
2023-08-31,Meltdown Bistro,N/A,food truck,https://www.meltdownbistro.com/,https://www.facebook.com/meltdownbistro,https://www.instagram.com/meltdownbistro/,https://abc30.com/dine-and-dish-meltdown-bistro-food-truck-local-business/13723377/,https://abc30.com/video/embed/?pid=13723786
2023-08-24,Blast & Brew,"799 W Palmdon Dr, Fresno, CA 93704",Multiple locations,https://blastandbrew.com/,https://www.facebook.com/BlastAndBrew/,https://www.instagram.com/blastnbrew/,https://abc30.com/dine-and-dish-blast--brew-northwest-fresno-pizza/13695370/,https://abc30.com/video/embed/?pid=13697038
2023-08-17,Tamale Mama,"1342 Tulare St, Fresno, CA 93706",,N/A,https://www.facebook.com/tamalmama/,https://www.instagram.com/tamalemama__/,https://abc30.com/dine-and-dish-tamale-mama-downtown-fresno-restaurant/13663842/,https://abc30.com/video/embed/?pid=13665188
2023-08-10,PK Deli,"219 N Court St, Visalia, CA 93291",,https://pitakabob.com/deli/,https://www.instagram.com/pitakabob/,https://www.instagram.com/pitakabob/,https://abc30.com/dine-and-dish-pk-deli-visalia-restaurant-food/13629524/,https://abc30.com/video/embed/?pid=13630814
2023-08-03,Blossom Trail Cafe,"922 N Academy Ave, Sanger, CA 93657",,N/A,https://www.facebook.com/theblossomtrailcafe/,N/A,https://abc30.com/dine-and-dish-blossom-trail-cafe-local-food-steak-sandwiches/13595766/,https://abc30.com/video/embed/?pid=13595765
2023-07-27,Havana Cafe Food Truck,N/A,food truck,N/A,https://www.facebook.com/Havanacafefood/,https://www.instagram.com/havanacafefood/?hl=en,https://abc30.com/dine-and-dish-taste-of-cuba-havana-cafe-food-truck/13558800/,https://abc30.com/video/embed/?pid=13560483
2023-07-20,Hunan Chinese Restaurant,"6716 N Cedar Ave Ste 104, Fresno, CA 93710",,https://www.hunanfresno.com/,https://www.facebook.com/hunanfresno/,N/A,https://abc30.com/dine-and-dish-hunan-chinese-restaurant-fresno-rice-dishes/13526723/,https://abc30.com/video/embed/?pid=13527834
2020-07-13,South Gate Brewing Company ,"40233 Enterprise Dr, Oakhurst, CA 93644",,https://www.southgatebrewco.com/,https://www.facebook.com/SouthGateBrewCo,https://www.instagram.com/southgatebrewco/,https://abc30.com/dine-and-dish-south-gate-brewing-company-oakhurst-pub/13500264/,https://abc30.com/video/embed/?pid=13500263
2023-07-06,Weekend Dreams,"4466 W Ashlan Ave, Fresno, CA 93722",,https://www.weekenddreamspizzawings.com/,https://www.facebook.com/weekenddreamsburgersandgrill/,https://www.instagram.com/weekenddreams/,https://abc30.com/dine-and-dish-weekend-dreams-burgers-grill-northwest-fresno/13469549/,https://abc30.com/video/embed/?pid=13471341
2023-06-29,Vintage Steakhouse at Chukchansi Gold Resort & Casino,"711 Lucky Ln, Coarsegold, CA 93614",,https://chukchansigold.com/dine/vintage-steakhouse/,https://www.facebook.com/chukchansigold,https://www.instagram.com/chukchansigold/,https://abc30.com/dine-and-dish-chukchani-gold-resort-casino-steakhouse/13441331/,https://abc30.com/video/embed/?pid=13442722
2023-06-15,Roadhouse 99,"1515 Smith Street, Kingsburg, CA 93631",,https://www.roadhousekingsburg.com/,https://www.facebook.com/roadhousekingsburg,https://www.instagram.com/roadhousekingsburg/,https://abc30.com/dine-and-dish-roadhouse-99-downtown-kingsburg-food-cocktails/13387564/,https://abc30.com/video/embed/?pid=13387968
2023-06-08,The Indian Curry House,"8445 E Dinuba Ave suit B, Selma, CA 93662",,https://www.indiancurryhouseselma.com/,N/A,N/A,https://abc30.com/dine-and-dish-indian-curry-house-selma-restaurant-butter-chicken/13359690/,https://abc30.com/video/embed/?pid=13360724
2023-05-25,The Elderwood,"210 N Court St, Visalia, CA, 93291",,https://www.elderwoodvisalia.com/,https://www.facebook.com/elderwoodvisalia/,https://www.instagram.com/elderwoodvisalia/,https://abc30.com/dine-and-dish-the-elderwood-darling-hotel-rooftop-bar/13299746/,https://abc30.com/video/embed/?pid=13300858
2023-05-18,The Salty Pickle,"276 Coalinga Plaza, Coalinga, CA 93210",,https://www.tspcoalinga.com/,https://www.facebook.com/gregory.saldana.7,https://www.instagram.com/the.salty.pickle2019/,https://abc30.com/dine-and-dish-salty-pickle-coalinga-western-fresno-county/13265916/,https://abc30.com/video/embed/?pid=13267238
2023-05-11,Taco Pinto,"2304 W Shaw Ave Ste 101, Fresno, CA 93711",,N/A,https://www.facebook.com/people/TacoPinto/100059898648216/,https://www.instagram.com/tacopinto1/?hl=en,https://abc30.com/dine-and-dish-taco-pinto-northwest-fresno-shaw-van-ness/13235181/,https://abc30.com/video/embed/?pid=13236296
2023-05-04,Cosmopolitan | Tavern & Italian Grill,"625 O St, Fresno, CA 93706",,https://cosmodowntown.com/,https://www.facebook.com/CosmoFresno/,N/A,https://abc30.com/cosmopolitan-tavern-italian-grill-dine-and-dish-downtown-fresno/13213713/,https://abc30.com/video/embed/?pid=13213712
2023-04-27,Tabachines Cocina," 6755 N Palm Ave, Fresno, CA 93704",,https://www.tabachinescocina.com/,https://www.facebook.com/TabachinesFresno/,https://www.instagram.com/tabachinesfresno/,https://abc30.com/dine-and-dish-tabachines-cocina-traditional-mexican-cuisine/13191092/,https://abc30.com/video/embed/?pid=13191763
2023-04-20,Hino Oishi,"3091 E Campus Pointe Dr, Fresno, CA 93710",,https://www.hinooishi.com/,N/A,N/A,https://abc30.com/hino-oishi-chef-george-campus-pointe-teppanyaki-style/13162495/,https://abc30.com/video/embed/?pid=13162541
2023-04-13,The Wakehouse,"850 Kings River Rd, Reedley, CA 93654",,https://www.wakehouserules.com/,https://www.facebook.com/thewakehouserules/,https://www.instagram.com/wakehouserules/?hl=en,https://abc30.com/the-wakehouse-reedley-live-music-american-food/13122737/,https://abc30.com/video/embed/?pid=13124673
2023-04-06,Genesis Bistro,"8028 N Cedar Ave, Fresno, CA 93720",,https://genesisbistroandsalon.com/,https://www.facebook.com/genesisbistrofresno,https://www.instagram.com/genesisbistro/?fbclid=IwAR2xWDBW46lOQUoxZLGuQSWqLWJfpF-fGQKWvPiJvDyTrArmrd-6T3bLCbg,https://abc30.com/dine-and-dish-genesis-bistro-salon-cocktails/13095002/,https://abc30.com/video/embed/?pid=13096685
2023-03-30,My Guy Market,"504 E. Belmont, Fresno CA 93701",Pick-up only,https://www.myguymarket.com/,https://www.facebook.com/myguymarket,https://www.instagram.com/myguymarket/?hl=en,https://abc30.com/dine-and-dish-my-guy-market-new-york-sandwiches-chopped-cheese/13051324/,https://abc30.com/video/embed/?pid=13052862
2023-03-23,Hummus Republic,"2424 Tulare St, Fresno, CA 93721",,https://www.thehummusrepublic.com/,https://www.facebook.com/hummusrepublicfresno/,https://www.instagram.com/hummusrepublicfresno/?hl=en,https://abc30.com/mediterranean-food-hummus-republic-northwest-fresno-dine-and-dish/13000496/,https://abc30.com/video/embed/?pid=13000537
2023-03-02,Harris Ranch,"24505 W Dorris Ave, Coalinga, CA 93210",,https://www.harrisranch.com/,https://www.facebook.com/HarrisRanchInnandRestaurant/,https://www.instagram.com/harrisranchca/,https://abc30.com/dine-and-dish-harris-ranch-inn-restaurant-coalinga/12904433/,https://abc30.com/video/embed/?pid=12906494
2023-02-23,The Annex Kitchen,"2257 W Shaw Ave, Fresno, CA 93711",,https://annexkitchenfresno.com/,https://www.facebook.com/annexkitchenfresno,https://www.instagram.com/annexkitchenfresno/,https://abc30.com/dine-and-dish-the-annex-kitchen-northwest-fresno-italian-dishes/12866418/,https://abc30.com/video/embed/?pid=12868810
2023-02-17,School House Restaurant,"1018 S Frankwood Ave, Sanger, CA 93657",,https://schoolhousesanger.com/,https://www.facebook.com/schoolhousesanger/,https://www.instagram.com/schoolhousesanger/,https://abc30.com/dine-and-dish-local-eats-good-food-school-house-restaurant/12827809/,https://abc30.com/video/embed/?pid=12828692
2023-02-09,Libelula,"1154 Broadway St, Fresno, CA 93721",,N/A,https://www.facebook.com/lulasatthecrest/,https://www.instagram.com/libelula_fresno/,https://abc30.com/dine-and-dish-libelula-breakfast-brunch/12762482/,https://abc30.com/video/embed/?pid=12793664
2023-02-02,Get Baked ,N/A,food truck,N/A,https://www.facebook.com/Getbaked559/,https://www.instagram.com/getbaked559/?hl=en,https://abc30.com/dine-and-dish-get-baked-559-food-truck-potatoes/12763519/,https://abc30.com/video/embed/?pid=12764188
2023-01-26,The Chicken Shack,"6611 N Riverside Dr #106, Fresno, CA 93722",Multiple locations,https://www.chickenshackca.com/,https://www.facebook.com/chickenshackfresno,https://www.instagram.com/chickenshackca/,https://abc30.com/dine-and-dish-the-chicken-shack-fried-sandwiches/12738349/,https://abc30.com/video/embed/?pid=12739790
2023-01-20,Uncle Harry's,"7656 N Blackstone Ave, Fresno, CA 93720",Multiple locations,https://uncleharrysbagels.com/order-online/,https://www.facebook.com/uncleharrysbagels,https://www.instagram.com/uncleharrysbagels/?hl=en,https://abc30.com/dine-and-dish-uncle-harrys-fresh-bagels-north-fresno/12719983/,https://abc30.com/video/embed/?pid=12719959
2023-01-12,House of Juju,"565 Pollasky Ave #101, Clovis, CA 93612",,http://houseofjuju.com/,https://www.facebook.com/profile.php?id=100047210720015,N/A,https://abc30.com/dine-and-dish-old-town-clovis-house-of-juju-food/12695540/,https://abc30.com/video/embed/?pid=12695572
2023-01-05,RAW Fresno,"2405 Capitol St #103, Fresno, CA 93721",,https://rawfresno.square.site/,https://www.facebook.com/RawfresnoRestaurant/,https://www.instagram.com/rawfresno/,https://abc30.com/raw-fresno-healthy-choices-new-years-resolution-dine-and-dish/12660980/,https://abc30.com/video/embed/?pid=12661199
2022-12-22,Mochilicious,"4832 E Butler Ave, Fresno, CA 93727",,N/A,https://www.facebook.com/mochilicious77/,https://www.instagram.com/mochilicious77/,https://abc30.com/dine-and-dish-fresno-mochilicious-donuts/12604164/,https://abc30.com/video/embed/?pid=12604158
2022-12-16,Golden Tamale ,"744 P St Suite 103, Fresno, CA 93721",,https://goldentamale.com/,N/A,https://www.instagram.com/theegoldentamale/,https://abc30.com/christmas-golden-tamale-downtown-fresno-food/12577583/,https://abc30.com/video/embed/?pid=12578752
2022-12-01,A C Deli,"1440 E Shaw Ave, Fresno, CA 93710",,https://www.acdeli.biz/,https://www.facebook.com/ACDeli559/,https://www.instagram.com/acmartdeli/,https://abc30.com/fresno-food-sticky-rice-chicken/12516073/,https://abc30.com/video/embed/?pid=12516746
2022-11-17,The Meat Up,"7010 N Marks Ave, Fresno, CA 93711",,https://www.themeatup.com/,https://www.facebook.com/themeatupfresno,https://www.instagram.com/themeatupfresno/,https://abc30.com/dine-and-dish-northwest-fresno-the-meat-up-butcher-shop/12466675/,https://abc30.com/video/embed/?pid=12466703
2022-11-10,FIVE Restaurant,"1110 E Champlain Dr, Fresno, CA 93720",,https://www.5restaurant.com/,https://www.facebook.com/FiveRestaurantFresno/,https://www.instagram.com/5fresno/,https://abc30.com/dine-and-dish-northeast-fresno-five-restaurant-italian-food/12439605/,https://abc30.com/video/embed/?pid=12440195
2022-11-03,Señor Aji Peruvian Kitchen,"6701 N Milburn Ave #130, Fresno, CA 93722",,https://www.senoraji.com/,https://www.facebook.com/senorajifresno/,https://www.instagram.com/senorajifresno/?hl=en,https://abc30.com/dine-and-dish-senjor-aji-peruvian-food-northwest-fresno/12414118/,https://abc30.com/video/embed/?pid=12414869
2022-10-27,Vejar's,"1293 S K St, Tulare, CA 93274",,https://www.vejarsonk.com/,https://www.facebook.com/VejarsTulare/,https://www.instagram.com/vejarsonk/,https://abc30.com/dine-and-dish-vejars-tulare-mexican-food/12387696/,https://abc30.com/video/embed/?pid=12387934
2022-10-20,Rocket Dog,"88 E Shaw Ave, Fresno, CA 93710",,http://www.rocketdogbratsandbrew.com/,https://www.facebook.com/RocketDogFresno/,https://www.instagram.com/rocket_dog_fresno/,https://abc30.com/dine-and-dish-hot-dogs-rocket-dog-northeast-fresno/12352599/,https://abc30.com/video/embed/?pid=12353188
2022-10-13,99 Craft Pizza," 585 W Nees Ave, Fresno, CA 93711",,https://www.99craftpizza.com/,https://www.facebook.com/99craftpizza,https://www.instagram.com/99craftpizza/,https://abc30.com/dine-and-dish-99-craft-pizza-detroit-style-northwest-fresno/12325798/,https://abc30.com/video/embed/?pid=12325979
2022-10-06,MEGA Texas Barbeque,"2429 E McKinley Ave, Fresno, CA 93703",,https://megatexasbbq.square.site/?fbclid=IwAR3LC8kBRRE32bk_9XCtIweJNfSl03Dyp-Ps2gOmZRsXrG7kDKtnG4PN2P8,https://www.facebook.com/megatexasbbq/,https://www.instagram.com/mega_texas/,https://abc30.com/dine-and-dish-mega-texas-barbeque-bbq-central-fresno-arco-gas-station/12301087/,https://abc30.com/video/embed/?pid=12301536
2022-09-29,Country Fare Cafe,"4662 E Belmont Ave, Fresno, CA 93702",,N/A,https://www.facebook.com/countryfarecafe/,N/A,https://abc30.com/dine-and-dish-country-fare-care-southeast-fresno-mexican-food/12280224/,https://abc30.com/video/embed/?pid=12280591
2022-09-22,Bread and Butter,"4573 N Fresno St Ste 102, Fresno, CA 93726",,https://www.doughfordough.com/,https://www.facebook.com/breadandbutterclovis/,https://www.instagram.com/breadandbutterclovis/,https://abc30.com/dine-and-dish-bakery-filipino-bread-butter/12252211/,https://abc30.com/video/embed/?pid=12252690
2022-09-08,Mochuelo,"2305 W Shaw Ave, Fresno, CA 93711",,https://mochuelotapas.com/,https://www.facebook.com/mochuelofresno,https://www.instagram.com/mochuelofresno/,https://abc30.com/mochuelo-piccadilly-inn-dine-and-dish-fresno-spanish-tapas/12214806/,https://abc30.com/video/embed/?pid=12214815
2022-09-01,El Premio Mayor,"3141 N Maroa Ave, Fresno, CA 93704",Multiple locations,N/A,https://www.facebook.com/TaqueriaElPremioMayor/?locale=es_LA,https://www.instagram.com/elpremiomayor/?hl=en,https://abc30.com/dine-and-dish-birria-taco-fresno-el-premio-mayor-slow-cooked-meat/12187167/,https://abc30.com/video/embed/?pid=12187849
2022-08-25,Kurotaka Ramen,"5730 N First St #114, Fresno, CA 93710",,https://www.kurotakaramen.com/,https://www.facebook.com/kurotakaramen,https://www.instagram.com/kurotakaramen/,https://abc30.com/kurotaka-ramen-dine-and-dish-fresno-first-bullard/12166525/,https://abc30.com/video/embed/?pid=12166585
2022-08-18,Boba Pub,"1766 E Barstow Ave, Fresno, CA 93710",,https://www.thebobapub.com/,N/A,https://www.instagram.com/bobapubfresno/,https://abc30.com/dine-and-dish-boba-fresno-pub/12140186/,https://abc30.com/video/embed/?pid=12140382
2022-08-11,The Curry Pizza Company," 3173 W Shaw Ave #103, Fresno, CA 93711",,https://www.thecurrypizzacompany.com/,https://www.facebook.com/cpizzac/,https://www.instagram.com/thecurrypizzacompany/,https://abc30.com/curry-pizza-company-fresno-indian-dine-and-dish/12118838/,https://abc30.com/video/embed/?pid=12118907
2022-08-04,Cali's Snack Shack,"255 J St, Parlier, CA 93648",,N/A,https://www.facebook.com/calissnackshack/,https://www.instagram.com/calissnackshack/?hl=en,https://abc30.com/calis-snack-shack-parlier-dine-and-dish-pineapple-explosion-strawberry-dream/12099741/,https://abc30.com/video/embed/?pid=12099895
2022-07-28,Jimy Wen's Chinese Restaurant,"7065 N Cedar Ave, Fresno, CA 93720",,https://www.jimywens.com/,https://www.facebook.com/JimyWens,N/A,https://abc30.com/fresno-jimy-wen-dine-and-dish-chinese-restaurant-food/12080266/,https://abc30.com/video/embed/?pid=12080552
2022-07-14,Chef Paul's Cafe," 952 F St, Fresno, CA 93706",,N/A,https://www.facebook.com/ChefPaulsCafe/,https://www.instagram.com/chefpaulscafe_/?hl=en,https://abc30.com/chef-pauls-cafe-dine-and-dish-fresno-soul-food-restaurant-chinatown/12052885/,https://abc30.com/video/embed/?pid=12052918
2022-07-07,Sam's Deli,"2415 N First St, Fresno, CA 93703",,https://samsitaliandeli.com/,https://www.facebook.com/SamsItalianDeli/,N/A,https://abc30.com/dine-and-dish-sams-deli-fresno/12030212/,https://abc30.com/video/embed/?pid=12030253
2022-06-30,Sushi Kuu,"509 E Main St, Visalia, CA 93292",,http://www.visaliasushikuu.com/,https://www.facebook.com/visaliasushikuu,N/A,https://abc30.com/sushi-kuu-visalia-dine-and-dish/12007019/,https://abc30.com/video/embed/?pid=12007570
2022-06-24,Ohana Shack,"5730 N First St, Fresno, CA 93710",,https://www.808ohanashack.com/,https://www.facebook.com/808PokeShack/,https://www.instagram.com/808ohanashack/,https://abc30.com/dine-and-dish-ohana-shack-hawaiian-restaurant-fresno/11991863/,https://abc30.com/video/embed/?pid=11992032
2022-06-17,Las Mañanitas,"1329 S Hazelwood Blvd, Fresno, CA 93702",,N/A,https://www.facebook.com/profile.php?id=100049264792517,N/A,https://abc30.com/las-mananitas-fresno-dine-and-dish/11966434/,https://abc30.com/video/embed/?pid=11971502
2022-05-19,Heirloom,"8398 N. Fresno Suite 101, Fresno, California 93720",,https://www.heirloom-eats.com/,https://www.facebook.com/heirloom.eats.fresno/,https://www.instagram.com/heirloom.eats/,https://abc30.com/dine-and-dish-heirloom/11870135/,https://abc30.com/video/embed/?pid=11871011
2022-05-12,Ducey's Bar and Grill,"39255 Marina Dr, Bass Lake, CA 93604",,https://www.basslake.com/dining/duceys-bar-grill,https://www.facebook.com/pinesresort,https://www.instagram.com/pinesresort/,https://abc30.com/dine-and-dish-duceys-bar-bass-lake/11842358/,https://abc30.com/video/embed/?pid=11842842
2022-05-06,Eddie's Bakery Cafe,"7089 N Cedar Ave, Fresno, CA 93720",,https://eddiesbakerycafe.com/,N/A,https://www.instagram.com/eddiesbakerycafe/,https://abc30.com/eddies-bakery-fresno-dine-and-dish/11821536/,https://abc30.com/video/embed/?pid=11821957
2022-04-28,Mike's Grill,"1734 N 10th Ave, Hanford, CA 93230",,N/A,https://www.facebook.com/profile.php?id=100057206449687,N/A,https://abc30.com/dine-and-dish-mikes-grill/11801671/,https://abc30.com/video/embed/?pid=11802571
2022-04-22,The Craft House,"760 Pollasky Ave, Clovis, CA 93612",,https://www.crafthouseclovis.com/,https://www.facebook.com/crafthouseclovis/,https://www.instagram.com/crafthouseotc/,https://abc30.com/craft-house-clovis-dine-and-dish/11777824/,https://abc30.com/video/embed/?pid=11778276
2022-04-14,Benaddiction,"10063 N Maple Ave Fresno, CA 93730",,https://www.benaddictiondiner.com/,https://www.facebook.com/BenaddictionDiner/,https://www.instagram.com/benaddictiondiner/,https://abc30.com/benaddiction-breakfast-fresno-restaurant-new-food/11749518/,https://abc30.com/video/embed/?pid=11749989
2022-04-08,Don Pepe Taqueria,"4582 N Blackstone Ave, Fresno, CA 93726",Multiple locations,http://www.taqueriadonpepe.com/,https://www.facebook.com/DonPepeTaqueria/,N/A,https://abc30.com/don-pepe-dine-and-dish/11722642/,https://abc30.com/video/embed/?pid=11723446
2022-03-31,Bollywood Indian Street Food,"7059 N Cedar Ave, Fresno, CA 93720",,N/A,https://www.facebook.com/bollywoodfresno/,https://www.instagram.com/bollywoodfresno/,https://abc30.com/bollywood-indian-food-dine-and-dish/11697800/,https://abc30.com/video/embed/?pid=11698445
2022-03-24,Pismo's Coastal Grill,"7937 N Blackstone Ave, Fresno, CA 93711",,https://www.pismos.com/,https://www.facebook.com/pismoscoastalgrill/,https://www.instagram.com/pismosfresno/?hl=en,https://abc30.com/pismos-fresno-dine-and-dish/11678495/,https://abc30.com/video/embed/?pid=11678898
2022-03-17,Kady's Kitchen,"1701 Simpson St, Kingsburg, CA 93631",,https://countrykitchenrestaurants.com/?fbclid=IwAR2aCDBjIQmZpeG8YrsTfF_6iO4zIelvUtBW3X71ZdrRiRr-X_ZWhNssSgc,https://www.facebook.com/Kadys-Country-Kitchen-111933442171416/,,https://abc30.com/kady-kitchen-kingsburg/11659749/,https://abc30.com/video/embed/?pid=11660316
